timestamp,heart_rate,gsr,gsr_diff,emotion,emotion_label
2025-03-20 21:06:18,97,218,-5.0,기타,1
2025-03-20 21:06:17,97,234,16.0,기타,1
2025-03-20 21:06:16,105,244,10.0,평온,3
2025-03-20 21:06:15,105,245,1.0,평온,3
2025-03-20 21:06:14,105,249,4.0,평온,3
2025-03-20 21:06:13,105,250,1.0,평온,3
2025-03-20 21:06:12,98,248,-2.0,기타,1
2025-03-20 21:06:11,98,243,-5.0,기타,1
2025-03-20 21:06:10,98,243,0.0,기타,1
2025-03-20 21:06:09,98,247,4.0,기타,1
2025-03-20 21:06:08,91,246,-1.0,기타,1
2025-03-20 21:06:07,91,241,-5.0,기타,1
2025-03-20 21:06:06,91,233,-8.0,기타,1
2025-03-20 21:06:05,91,237,4.0,기타,1
2025-03-20 21:06:04,87,240,3.0,기타,1
2025-03-20 21:06:03,87,238,-2.0,기타,1
2025-03-20 21:06:02,87,236,-2.0,기타,1
2025-03-20 21:06:01,87,226,-10.0,기타,1
2025-03-20 21:06:00,85,235,9.0,기타,1
2025-03-20 21:05:59,85,239,4.0,기타,1
2025-03-20 21:05:58,85,241,2.0,기타,1
2025-03-20 21:05:57,85,236,-5.0,기타,1
2025-03-20 21:05:56,75,234,-2.0,기타,1
2025-03-20 21:05:55,75,236,2.0,기타,1
2025-03-20 21:05:54,75,267,31.0,기타,1
2025-03-20 21:05:53,75,264,-3.0,기타,1
2025-03-20 21:05:52,78,260,-4.0,기타,1
2025-03-20 21:05:51,78,258,-2.0,기타,1
2025-03-20 21:05:50,78,262,4.0,기타,1
2025-03-20 21:05:49,78,252,-10.0,기타,1
2025-03-20 21:05:48,80,236,-16.0,기타,1
2025-03-20 21:05:47,80,233,-3.0,기타,1
2025-03-20 21:05:46,80,227,-6.0,기타,1
2025-03-20 21:05:45,80,263,36.0,기타,1
2025-03-20 21:05:44,77,225,-38.0,기타,1
2025-03-20 21:05:43,77,232,7.0,기타,1
2025-03-20 21:05:42,77,230,-2.0,기타,1
2025-03-20 21:05:41,77,224,-6.0,기타,1
2025-03-20 21:05:40,80,262,38.0,기타,1
2025-03-20 21:05:39,80,262,0.0,기타,1
2025-03-20 21:05:38,80,258,-4.0,기타,1
2025-03-20 21:05:37,80,249,-9.0,기타,1
2025-03-20 21:05:36,76,243,-6.0,기타,1
2025-03-20 21:05:35,76,259,16.0,기타,1
2025-03-20 21:05:34,76,229,-30.0,기타,1
2025-03-20 21:05:33,76,232,3.0,기타,1
2025-03-20 21:05:32,70,271,39.0,기타,1
2025-03-20 21:05:31,70,267,-4.0,기타,1
2025-03-20 21:05:30,70,261,-6.0,기타,1
2025-03-20 21:05:29,70,259,-2.0,기타,1
2025-03-20 21:05:24,69,198,-61.0,기타,1
2025-03-20 21:05:23,69,198,0.0,기타,1
2025-03-20 21:05:22,69,204,6.0,기타,1
2025-03-20 21:05:21,69,208,4.0,기타,1
2025-03-20 21:05:20,72,207,-1.0,기타,1
2025-03-20 21:05:19,72,207,0.0,기타,1
2025-03-20 21:05:18,72,207,0.0,기타,1
2025-03-20 21:05:17,72,198,-9.0,기타,1
2025-03-20 21:05:12,68,227,29.0,기타,1
2025-03-20 21:05:11,68,224,-3.0,기타,1
2025-03-20 21:05:10,68,222,-2.0,기타,1
2025-03-20 21:05:09,68,227,5.0,기타,1
2025-03-20 21:05:08,81,227,0.0,기타,1
2025-03-20 21:05:07,81,218,-9.0,기타,1
2025-03-20 21:05:06,81,216,-2.0,기타,1
2025-03-20 21:05:05,81,225,9.0,기타,1
2025-03-20 21:05:04,104,226,1.0,평온,3
2025-03-20 21:05:03,104,229,3.0,평온,3
2025-03-20 21:05:02,104,230,1.0,평온,3
2025-03-20 21:05:01,104,258,28.0,기타,1
2025-03-20 21:05:00,120,254,-4.0,기타,1
2025-03-20 21:04:59,120,251,-3.0,기타,1
2025-03-20 21:04:58,120,260,9.0,긴장,2
2025-03-20 21:04:57,120,103,-157.0,기타,1
2025-03-20 21:04:56,123,232,129.0,기타,1
2025-03-20 21:04:55,123,71,-161.0,기타,1
2025-03-20 21:04:54,123,241,170.0,기타,1
2025-03-20 21:04:53,123,58,-183.0,기타,1
2025-03-20 21:04:52,130,181,123.0,기타,1
2025-03-20 21:04:51,130,166,-15.0,기쁨,0
2025-03-20 21:04:50,130,255,89.0,기타,1
2025-03-20 21:04:49,130,73,-182.0,기타,1
2025-03-20 21:04:48,126,92,19.0,기쁨,0
2025-03-20 21:04:47,126,263,171.0,긴장,2
2025-03-20 21:04:46,126,92,-171.0,기타,1
2025-03-20 21:04:45,126,257,165.0,긴장,2
2025-03-20 21:04:44,118,266,9.0,긴장,2
2025-03-20 21:04:43,118,260,-6.0,긴장,2
2025-03-20 21:04:42,118,258,-2.0,긴장,2
2025-03-20 21:04:41,118,260,2.0,긴장,2
2025-03-20 21:04:40,106,270,10.0,기타,1
2025-03-20 21:04:39,106,269,-1.0,기타,1
2025-03-20 21:04:38,106,266,-3.0,기타,1
2025-03-20 21:04:37,106,274,8.0,기타,1
2025-03-20 21:04:36,112,277,3.0,기타,1
2025-03-20 21:04:35,112,265,-12.0,기타,1
2025-03-20 21:04:34,112,261,-4.0,기타,1
2025-03-20 21:04:33,112,243,-18.0,평온,3
2025-03-20 21:04:32,101,91,-152.0,기타,1
2025-03-20 21:04:31,101,217,126.0,기타,1
2025-03-20 21:04:30,101,111,-106.0,기타,1
2025-03-20 21:04:29,101,218,107.0,기타,1
2025-03-20 21:04:28,110,97,-121.0,기타,1
2025-03-20 21:04:27,110,102,5.0,기타,1
2025-03-20 21:04:26,110,97,-5.0,기타,1
2025-03-20 21:04:25,110,91,-6.0,기타,1
2025-03-20 21:04:24,112,84,-7.0,기타,1
2025-03-20 21:04:23,112,81,-3.0,기타,1
2025-03-20 21:04:22,112,80,-1.0,기타,1
2025-03-20 21:04:21,112,78,-2.0,기타,1
2025-03-20 21:04:20,123,94,16.0,기타,1
2025-03-20 21:04:19,123,98,4.0,기타,1
2025-03-20 21:04:18,123,123,25.0,기타,1
2025-03-20 21:04:17,123,251,128.0,기타,1
2025-03-20 21:04:16,121,252,1.0,기타,1
2025-03-20 21:04:15,121,239,-13.0,기타,1
2025-03-20 21:04:14,121,183,-56.0,기타,1
2025-03-20 21:04:13,121,116,-67.0,기타,1
2025-03-20 21:04:12,139,72,-44.0,기타,1
2025-03-20 21:04:11,139,242,170.0,기타,1
2025-03-20 21:04:10,139,266,24.0,기쁨,0
2025-03-20 21:04:09,139,194,-72.0,기타,1
2025-03-20 21:04:08,139,263,69.0,긴장,2
2025-03-20 21:04:07,139,252,-11.0,기쁨,0
2025-03-20 21:04:06,139,257,5.0,기쁨,0
2025-03-20 21:04:05,139,176,-81.0,기타,1
2025-03-20 21:04:04,142,257,81.0,긴장,2
2025-03-20 21:04:03,142,259,2.0,기쁨,0
2025-03-20 21:04:02,142,255,-4.0,기쁨,0
2025-03-20 21:04:01,142,251,-4.0,기쁨,0
2025-03-20 21:04:00,129,244,-7.0,기쁨,0
2025-03-20 21:03:59,129,224,-20.0,기쁨,0
2025-03-20 21:03:58,129,251,27.0,기쁨,0
2025-03-20 21:03:57,129,248,-3.0,기쁨,0
2025-03-20 21:03:56,124,242,-6.0,기타,1
2025-03-20 21:03:55,124,241,-1.0,기타,1
2025-03-20 21:03:54,124,229,-12.0,기타,1
2025-03-20 21:03:53,124,237,8.0,기타,1
2025-03-20 21:03:52,112,228,-9.0,평온,3
2025-03-20 21:03:51,112,236,8.0,평온,3
2025-03-20 21:03:50,112,234,-2.0,평온,3
2025-03-20 21:03:49,112,231,-3.0,평온,3
2025-03-20 21:03:48,110,257,26.0,기타,1
2025-03-20 21:03:47,110,263,6.0,기타,1
2025-03-20 21:03:46,110,260,-3.0,기타,1
2025-03-20 21:03:45,110,263,3.0,기타,1
2025-03-20 21:03:44,107,269,6.0,기타,1
2025-03-20 21:03:43,107,267,-2.0,기타,1
2025-03-20 21:03:42,107,261,-6.0,기타,1
2025-03-20 21:03:41,107,262,1.0,기타,1
2025-03-20 21:03:40,109,251,-11.0,평온,3
2025-03-20 21:03:39,109,249,-2.0,평온,3
2025-03-20 21:03:38,109,263,14.0,기타,1
2025-03-20 21:03:37,109,256,-7.0,기타,1
2025-03-20 21:03:36,109,254,-2.0,평온,3
2025-03-20 21:03:35,109,103,-151.0,기타,1
2025-03-20 21:03:34,109,248,145.0,평온,3
2025-03-20 21:03:33,109,254,6.0,평온,3
2025-03-20 21:03:32,119,251,-3.0,기타,1
2025-03-20 21:03:31,119,257,6.0,긴장,2
2025-03-20 21:03:30,119,249,-8.0,기타,1
2025-03-20 21:03:29,119,253,4.0,기타,1
2025-03-20 21:03:24,124,274,21.0,긴장,2
2025-03-20 21:03:23,124,289,15.0,긴장,2
2025-03-20 21:03:22,124,267,-22.0,긴장,2
2025-03-20 21:03:21,124,254,-13.0,기타,1
2025-03-20 21:03:20,117,100,-154.0,기타,1
2025-03-20 21:03:19,117,26,-74.0,기타,1
2025-03-20 21:03:18,117,42,16.0,기타,1
2025-03-20 21:03:17,117,82,40.0,기타,1
2025-03-20 21:03:16,112,243,161.0,평온,3
2025-03-20 21:03:15,112,259,16.0,기타,1
2025-03-20 21:03:14,112,246,-13.0,평온,3
2025-03-20 21:03:13,112,248,2.0,평온,3
2025-03-20 21:03:12,113,258,10.0,긴장,2
2025-03-20 21:03:11,113,262,4.0,긴장,2
2025-03-20 21:03:10,113,265,3.0,긴장,2
2025-03-20 21:03:09,113,277,12.0,긴장,2
2025-03-20 21:03:04,102,70,-207.0,기타,1
2025-03-20 21:03:03,102,229,159.0,평온,3
2025-03-20 21:03:02,102,257,28.0,기타,1
2025-03-20 21:03:01,102,254,-3.0,평온,3
2025-03-20 21:03:00,89,252,-2.0,기타,1
2025-03-20 21:02:59,89,253,1.0,기타,1
2025-03-20 21:02:58,89,261,8.0,기타,1
2025-03-20 21:02:57,89,261,0.0,기타,1
2025-03-20 21:02:56,94,260,-1.0,기타,1
2025-03-20 21:02:55,94,265,5.0,기타,1
2025-03-20 21:02:54,94,259,-6.0,기타,1
2025-03-20 21:02:53,94,259,0.0,기타,1
2025-03-20 21:02:52,109,260,1.0,기타,1
2025-03-20 21:02:51,109,273,13.0,기타,1
2025-03-20 21:02:50,109,269,-4.0,기타,1
2025-03-20 21:02:49,109,260,-9.0,기타,1
2025-03-20 21:02:48,118,259,-1.0,긴장,2
2025-03-20 21:02:47,118,262,3.0,긴장,2
2025-03-20 21:02:46,118,266,4.0,긴장,2
2025-03-20 21:02:45,118,262,-4.0,긴장,2
2025-03-20 21:02:44,118,258,-4.0,긴장,2
2025-03-20 21:02:43,118,265,7.0,긴장,2
2025-03-20 21:02:42,118,264,-1.0,긴장,2
2025-03-20 21:02:41,118,280,16.0,긴장,2
2025-03-20 21:02:40,133,294,14.0,기쁨,0
2025-03-20 21:02:39,133,302,8.0,기쁨,0
2025-03-20 21:02:38,133,305,3.0,기쁨,0
2025-03-20 21:02:37,133,303,-2.0,기쁨,0
2025-03-20 21:02:36,130,298,-5.0,기쁨,0
2025-03-20 21:02:35,130,302,4.0,기쁨,0
2025-03-20 21:02:34,130,298,-4.0,기쁨,0
2025-03-20 21:02:33,130,296,-2.0,기쁨,0
2025-03-20 21:02:32,130,295,-1.0,기쁨,0
2025-03-20 21:02:31,130,289,-6.0,기쁨,0
2025-03-20 21:02:30,130,294,5.0,기쁨,0
2025-03-20 21:02:29,130,285,-9.0,기쁨,0
2025-03-20 21:02:28,127,307,22.0,기쁨,0
2025-03-20 21:02:27,127,296,-11.0,기쁨,0
2025-03-20 21:02:26,127,284,-12.0,기쁨,0
2025-03-20 21:02:25,127,275,-9.0,기쁨,0
2025-03-20 21:02:24,122,278,3.0,긴장,2
2025-03-20 21:02:23,122,297,19.0,긴장,2
2025-03-20 21:02:22,122,308,11.0,긴장,2
2025-03-20 21:02:21,122,328,20.0,긴장,2
2025-03-20 21:02:20,110,317,-11.0,기타,1
2025-03-20 21:02:19,110,311,-6.0,기타,1
2025-03-20 21:02:18,110,308,-3.0,기타,1
2025-03-20 21:02:17,110,307,-1.0,기타,1
2025-03-20 21:02:16,118,306,-1.0,긴장,2
2025-03-20 21:02:15,118,310,4.0,긴장,2
2025-03-20 21:02:14,118,312,2.0,긴장,2
2025-03-20 21:02:13,118,313,1.0,긴장,2
2025-03-20 21:02:12,101,310,-3.0,기타,1
2025-03-20 21:02:11,101,312,2.0,기타,1
2025-03-20 21:02:10,101,311,-1.0,기타,1
2025-03-20 21:02:09,101,311,0.0,기타,1
2025-03-20 21:02:08,86,308,-3.0,기타,1
2025-03-20 21:02:07,86,304,-4.0,기타,1
2025-03-20 21:02:06,86,302,-2.0,기타,1
2025-03-20 21:02:05,86,311,9.0,기타,1
2025-03-20 21:02:04,91,308,-3.0,기타,1
2025-03-20 21:02:03,91,316,8.0,기타,1
2025-03-20 21:02:02,91,310,-6.0,기타,1
2025-03-20 21:02:01,91,312,2.0,기타,1
2025-03-20 21:02:00,95,307,-5.0,기타,1
2025-03-20 21:01:59,95,308,1.0,기타,1
2025-03-20 21:01:58,95,307,-1.0,기타,1
2025-03-20 21:01:57,95,303,-4.0,기타,1
2025-03-20 21:01:56,76,299,-4.0,기타,1
2025-03-20 21:01:55,76,298,-1.0,기타,1
2025-03-20 21:01:54,76,295,-3.0,기타,1
2025-03-20 21:01:53,76,298,3.0,기타,1
2025-03-20 21:01:52,73,297,-1.0,기타,1
2025-03-20 21:01:51,73,291,-6.0,기타,1
2025-03-20 21:01:50,73,285,-6.0,기타,1
2025-03-20 21:01:49,73,290,5.0,기타,1
2025-03-20 21:01:48,82,299,9.0,기타,1
2025-03-20 21:01:47,82,288,-11.0,기타,1
2025-03-20 21:01:46,82,299,11.0,기타,1
2025-03-20 21:01:45,82,299,0.0,기타,1
2025-03-20 21:01:44,97,266,-33.0,기타,1
2025-03-20 21:01:43,97,264,-2.0,기타,1
2025-03-20 21:01:42,97,299,35.0,기타,1
2025-03-20 21:01:41,97,293,-6.0,기타,1
2025-03-20 21:01:40,102,292,-1.0,기타,1
2025-03-20 21:01:39,102,305,13.0,기타,1
2025-03-20 21:01:38,102,302,-3.0,기타,1
2025-03-20 21:01:37,102,300,-2.0,기타,1
2025-03-20 21:01:36,106,302,2.0,기타,1
2025-03-20 21:01:35,106,298,-4.0,기타,1
2025-03-20 21:01:34,106,282,-16.0,기타,1
2025-03-20 21:01:33,106,270,-12.0,기타,1
2025-03-20 21:01:32,116,288,18.0,긴장,2
2025-03-20 21:01:31,116,294,6.0,긴장,2
2025-03-20 21:01:30,116,293,-1.0,긴장,2
2025-03-20 21:01:29,116,283,-10.0,긴장,2
2025-03-20 21:01:24,128,297,14.0,기쁨,0
2025-03-20 21:01:23,128,309,12.0,기쁨,0
2025-03-20 21:01:22,128,317,8.0,기쁨,0
2025-03-20 21:01:21,128,312,-5.0,기쁨,0
2025-03-20 21:01:20,121,303,-9.0,긴장,2
2025-03-20 21:01:19,121,307,4.0,긴장,2
2025-03-20 21:01:18,121,319,12.0,긴장,2
2025-03-20 21:01:17,121,321,2.0,긴장,2
2025-03-20 21:01:16,121,287,-34.0,긴장,2
2025-03-20 21:01:15,121,305,18.0,긴장,2
2025-03-20 21:01:14,121,307,2.0,긴장,2
2025-03-20 21:01:13,121,313,6.0,긴장,2
2025-03-20 21:01:12,139,332,19.0,기쁨,0
2025-03-20 21:01:11,139,337,5.0,기쁨,0
2025-03-20 21:01:10,139,240,-97.0,기타,1
2025-03-20 21:01:09,139,221,-19.0,기쁨,0
2025-03-20 21:01:08,140,213,-8.0,기쁨,0
2025-03-20 21:01:07,140,228,15.0,기쁨,0
2025-03-20 21:01:06,140,197,-31.0,기쁨,0
2025-03-20 21:01:05,140,196,-1.0,기쁨,0
2025-03-20 21:01:04,129,217,21.0,기쁨,0
2025-03-20 21:01:03,129,251,34.0,기쁨,0
2025-03-20 21:01:02,129,238,-13.0,기쁨,0
2025-03-20 21:01:01,129,234,-4.0,기쁨,0
2025-03-20 21:01:00,131,235,1.0,기쁨,0
2025-03-20 21:00:59,131,229,-6.0,기쁨,0
2025-03-20 21:00:58,131,224,-5.0,기쁨,0
2025-03-20 21:00:57,131,226,2.0,기쁨,0
2025-03-20 21:00:56,134,231,5.0,기쁨,0
2025-03-20 21:00:55,134,235,4.0,기쁨,0
2025-03-20 21:00:54,134,227,-8.0,기쁨,0
2025-03-20 21:00:53,134,215,-12.0,기쁨,0
2025-03-20 21:00:52,128,205,-10.0,기쁨,0
2025-03-20 21:00:51,128,207,2.0,기쁨,0
2025-03-20 21:00:50,128,208,1.0,기쁨,0
2025-03-20 21:00:49,128,216,8.0,기쁨,0
2025-03-20 21:00:48,136,216,0.0,기쁨,0
2025-03-20 21:00:47,136,216,0.0,기쁨,0
2025-03-20 21:00:46,136,214,-2.0,기쁨,0
2025-03-20 21:00:45,136,255,41.0,기타,1
2025-03-20 21:00:44,130,263,8.0,기쁨,0
2025-03-20 21:00:43,130,249,-14.0,기쁨,0
2025-03-20 21:00:42,130,256,7.0,기쁨,0
2025-03-20 21:00:41,130,248,-8.0,기쁨,0
2025-03-20 21:00:40,123,249,1.0,기타,1
2025-03-20 21:00:39,123,242,-7.0,기타,1
2025-03-20 21:00:38,123,242,0.0,기타,1
2025-03-20 21:00:37,123,249,7.0,기타,1
2025-03-20 21:00:36,114,243,-6.0,기타,1
2025-03-20 21:00:35,114,243,0.0,기타,1
2025-03-20 21:00:34,114,237,-6.0,기타,1
2025-03-20 21:00:33,114,239,2.0,기타,1
2025-03-20 21:00:32,105,208,-31.0,기타,1
2025-03-20 21:00:31,105,197,-11.0,기타,1
2025-03-20 21:00:30,105,213,16.0,기타,1
2025-03-20 21:00:29,105,215,2.0,기타,1
2025-03-20 21:00:28,100,192,-23.0,기타,1
2025-03-20 21:00:27,100,192,0.0,기타,1
2025-03-20 21:00:26,100,208,16.0,기타,1
2025-03-20 21:00:25,100,200,-8.0,기타,1
2025-03-20 21:00:24,108,192,-8.0,기타,1
2025-03-20 21:00:23,108,162,-30.0,기타,1
2025-03-20 21:00:22,108,192,30.0,기타,1
2025-03-20 21:00:21,108,196,4.0,기타,1
2025-03-20 21:00:20,101,198,2.0,기타,1
2025-03-20 21:00:19,101,192,-6.0,기타,1
2025-03-20 21:00:18,101,189,-3.0,기타,1
2025-03-20 21:00:17,101,187,-2.0,기타,1
2025-03-20 21:00:16,97,178,-9.0,기타,1
2025-03-20 21:00:15,97,156,-22.0,기타,1
2025-03-20 21:00:14,97,116,-40.0,기타,1
2025-03-20 21:00:13,97,166,50.0,기타,1
2025-03-20 21:00:12,105,112,-54.0,기타,1
2025-03-20 21:00:11,105,153,41.0,기타,1
2025-03-20 21:00:10,105,147,-6.0,기타,1
2025-03-20 21:00:09,105,152,5.0,기타,1
2025-03-20 21:00:08,107,149,-3.0,기타,1
2025-03-20 21:00:07,107,133,-16.0,기타,1
2025-03-20 21:00:06,107,146,13.0,기타,1
2025-03-20 21:00:05,107,148,2.0,기타,1
2025-03-20 21:00:04,101,144,-4.0,기타,1
2025-03-20 21:00:03,101,149,5.0,기타,1
2025-03-20 21:00:02,101,160,11.0,기타,1
2025-03-20 21:00:01,101,149,-11.0,기타,1
2025-03-20 20:59:56,111,159,10.0,기타,1
2025-03-20 20:59:55,111,186,27.0,기타,1
2025-03-20 20:59:54,111,185,-1.0,기타,1
2025-03-20 20:59:53,111,211,26.0,기타,1
2025-03-20 20:59:52,112,271,60.0,기타,1
2025-03-20 20:59:51,112,276,5.0,기타,1
2025-03-20 20:59:50,112,273,-3.0,기타,1
2025-03-20 20:59:49,112,271,-2.0,기타,1
2025-03-20 20:59:48,117,271,0.0,긴장,2
2025-03-20 20:59:47,117,271,0.0,긴장,2
2025-03-20 20:59:46,117,278,7.0,긴장,2
2025-03-20 20:59:45,117,279,1.0,긴장,2
2025-03-20 20:59:44,117,287,8.0,긴장,2
2025-03-20 20:59:43,117,291,4.0,긴장,2
2025-03-20 20:59:42,117,292,1.0,긴장,2
2025-03-20 20:59:41,117,291,-1.0,긴장,2
2025-03-20 20:59:40,127,288,-3.0,기쁨,0
2025-03-20 20:59:39,127,287,-1.0,기쁨,0
2025-03-20 20:59:38,127,281,-6.0,기쁨,0
2025-03-20 20:59:37,127,283,2.0,기쁨,0
2025-03-20 20:59:36,126,287,4.0,기쁨,0
2025-03-20 20:59:35,126,280,-7.0,기쁨,0
2025-03-20 20:59:34,126,275,-5.0,기쁨,0
2025-03-20 20:59:33,126,277,2.0,기쁨,0
2025-03-20 20:59:32,123,277,0.0,긴장,2
2025-03-20 20:59:31,123,277,0.0,긴장,2
2025-03-20 20:59:30,123,278,1.0,긴장,2
2025-03-20 20:59:29,123,278,0.0,긴장,2
2025-03-20 20:59:28,123,275,-3.0,긴장,2
2025-03-20 20:59:27,123,273,-2.0,긴장,2
2025-03-20 20:59:26,123,273,0.0,긴장,2
2025-03-20 20:59:25,123,274,1.0,긴장,2
2025-03-20 20:59:24,120,278,4.0,긴장,2
2025-03-20 20:59:23,120,269,-9.0,긴장,2
2025-03-20 20:59:22,120,268,-1.0,긴장,2
2025-03-20 20:59:21,120,265,-3.0,긴장,2
2025-03-20 20:59:20,116,258,-7.0,긴장,2
2025-03-20 20:59:19,116,258,0.0,긴장,2
2025-03-20 20:59:18,116,268,10.0,긴장,2
2025-03-20 20:59:17,116,267,-1.0,긴장,2
2025-03-20 20:59:16,121,266,-1.0,긴장,2
2025-03-20 20:59:15,121,262,-4.0,긴장,2
2025-03-20 20:59:14,121,261,-1.0,긴장,2
2025-03-20 20:59:13,121,267,6.0,긴장,2
2025-03-20 20:59:12,112,266,-1.0,기타,1
2025-03-20 20:59:11,112,266,0.0,기타,1
2025-03-20 20:59:10,112,264,-2.0,기타,1
2025-03-20 20:59:09,112,265,1.0,기타,1
2025-03-20 20:59:08,103,271,6.0,기타,1
2025-03-20 20:59:07,103,270,-1.0,기타,1
2025-03-20 20:59:06,103,268,-2.0,기타,1
2025-03-20 20:59:05,103,269,1.0,기타,1
2025-03-20 20:59:04,99,266,-3.0,기타,1
2025-03-20 20:59:03,99,265,-1.0,기타,1
2025-03-20 20:59:02,99,260,-5.0,기타,1
2025-03-20 20:59:01,99,258,-2.0,기타,1
2025-03-20 20:59:00,101,252,-6.0,기타,1
2025-03-20 20:58:59,101,247,-5.0,기타,1
2025-03-20 20:58:58,101,267,20.0,기타,1
2025-03-20 20:58:57,101,276,9.0,기타,1
2025-03-20 20:58:56,106,240,-36.0,평온,3
2025-03-20 20:58:55,106,249,9.0,평온,3
2025-03-20 20:58:54,106,266,17.0,기타,1
2025-03-20 20:58:53,106,240,-26.0,평온,3
2025-03-20 20:58:52,122,244,4.0,기타,1
2025-03-20 20:58:51,122,262,18.0,긴장,2
2025-03-20 20:58:50,122,249,-13.0,기타,1
2025-03-20 20:58:49,122,237,-12.0,기타,1
2025-03-20 20:58:48,130,265,28.0,기쁨,0
2025-03-20 20:58:47,130,265,0.0,기쁨,0
2025-03-20 20:58:46,130,263,-2.0,기쁨,0
2025-03-20 20:58:45,130,261,-2.0,기쁨,0
2025-03-20 20:58:44,136,258,-3.0,기쁨,0
2025-03-20 20:58:43,136,253,-5.0,기쁨,0
2025-03-20 20:58:42,136,260,7.0,기쁨,0
2025-03-20 20:58:41,136,268,8.0,기쁨,0
2025-03-20 20:58:40,138,275,7.0,기쁨,0
2025-03-20 20:58:39,138,276,1.0,기쁨,0
2025-03-20 20:58:38,138,279,3.0,기쁨,0
2025-03-20 20:58:37,138,279,0.0,기쁨,0
2025-03-20 20:58:36,144,273,-6.0,기쁨,0
2025-03-20 20:58:35,144,286,13.0,기쁨,0
2025-03-20 20:58:34,144,290,4.0,기쁨,0
2025-03-20 20:58:33,144,286,-4.0,기쁨,0
2025-03-20 20:58:32,133,279,-7.0,기쁨,0
2025-03-20 20:58:31,133,273,-6.0,기쁨,0
2025-03-20 20:58:30,133,262,-11.0,기쁨,0
2025-03-20 20:58:29,133,257,-5.0,기쁨,0
2025-03-20 20:58:28,120,256,-1.0,긴장,2
2025-03-20 20:58:27,120,254,-2.0,기타,1
2025-03-20 20:58:26,120,252,-2.0,기타,1
2025-03-20 20:58:25,120,252,0.0,기타,1
2025-03-20 20:58:24,115,252,0.0,기타,1
2025-03-20 20:58:23,115,254,2.0,기타,1
2025-03-20 20:58:22,115,251,-3.0,기타,1
2025-03-20 20:58:21,115,246,-5.0,기타,1
2025-03-20 20:58:20,115,245,-1.0,기타,1
2025-03-20 20:58:19,115,249,4.0,기타,1
2025-03-20 20:58:18,115,240,-9.0,기타,1
2025-03-20 20:58:17,115,241,1.0,기타,1
2025-03-20 20:58:16,111,244,3.0,평온,3
2025-03-20 20:58:15,111,243,-1.0,평온,3
2025-03-20 20:58:14,111,241,-2.0,평온,3
2025-03-20 20:58:13,111,253,12.0,평온,3
2025-03-20 20:58:12,117,252,-1.0,기타,1
2025-03-20 20:58:11,117,262,10.0,긴장,2
2025-03-20 20:58:10,117,259,-3.0,긴장,2
2025-03-20 20:58:09,117,260,1.0,긴장,2
2025-03-20 20:58:08,121,261,1.0,긴장,2
2025-03-20 20:58:07,121,258,-3.0,긴장,2
2025-03-20 20:58:06,121,254,-4.0,기타,1
2025-03-20 20:58:05,121,249,-5.0,기타,1
2025-03-20 20:58:04,123,248,-1.0,기타,1
2025-03-20 20:58:03,123,246,-2.0,기타,1
2025-03-20 20:58:02,123,243,-3.0,기타,1
2025-03-20 20:58:01,123,240,-3.0,기타,1
2025-03-20 20:58:00,107,238,-2.0,평온,3
2025-03-20 20:57:59,107,235,-3.0,평온,3
2025-03-20 20:57:58,107,233,-2.0,평온,3
